respondent,group,questionnaire,submitted_timestamp,source_path,question_code,question_text,type,subscale,category,accuracy,stimulus_form,stimulus_title,response_raw,response_clean,response_numeric,score_value,score_confidence,score_method,score_explanation
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.1,11.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,A Star Is Born,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.2,11.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,A Star Is Born,4 = Extremely confident,4 = Extremely confident,4.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.1,12.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor2,hit,,Ironman,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.2,12.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor2,hit,,Ironman,2 = Somewhat confident,2 = Somewhat confident,2.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.3,12.3. This scene was part of the videos you watched last week. What best explains why you didn’t remember it? Please choose from the options below.,multiple,recognition,distractor2,hit,,Ironman,4 = I confused it with another scene or video,4 = I confused it with another scene or video,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13,"13. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Short,The Town,"This was the scene of an active crime. A group of at least three men were robbing a bank dressed as nuns. They then entered into a chase scene with the cops. They went through the city. Causing destruction with their reckless driving, but eventually getting away. This was done via dodging the cops and eventually switching cars.","This was the scene of an active crime. A group of at least three men were robbing a bank dressed as nuns. They then entered into a chase scene with the cops. They went through the city. Causing destruction with their reckless driving, but eventually getting away. This was done via dodging the cops and eventually switching cars.",,70.0,90.0,stage5_recall_keymoment,"The participant recalls the nun disguises, the robbery, the police chase, and the car switch, but omits key details such as the armored truck, the guards, the shooting, and the burning of the van. The response is generally accurate but lacks specificity and misses several important events."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13.1,13.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,The Town,4 = Extremely confident,4 = Extremely confident,4.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14,14. What happens at the end of this scene?,multiple,recall,target,,Short,The Town,B. They set fire to their vehicle,B. They set fire to their vehicle,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14.1,14.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,The Town,4 = Extremely confident,4 = Extremely confident,4.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15,15. Did you understand the scene while watching it last week?,binary,comprehension,target,,Short,The Town,4 = Understood it without issue,4 = Understood it without issue,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15.1,15.1. What helped your understanding?,open-ended,comprehension,target,,Short,The Town,The hightend emotions made the scene stick with me as well as the clear actions taken by the characters.,The hightend emotions made the scene stick with me as well as the clear actions taken by the characters.,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,16,"16. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Short,The Town,"Excitement, Fear, Surprise, Suspense","Excitement, Fear, Surprise, Suspense",,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,17,17. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Short,The Town,3 = Easy,3 = Easy,3.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18,"18. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Long,Abbot Elementary,"It was an episode of Abbot elementary where the main plot was about one of the teachers, Janine teaching the students how to step. This is made more complicated by the principal of the school taking an interest in her class and eventually taking it over. They eventually resolve their issues. With Janine realizing that she was judging and the principal becomes more responsible. There was also a subplot of the teacher bizarrely not like pizza and being a picky eater","It was an episode of Abbot elementary where the main plot was about one of the teachers, Janine teaching the students how to step. This is made more complicated by the principal of the school taking an interest in her class and eventually taking it over. They eventually resolve their issues. With Janine realizing that she was judging and the principal becomes more responsible. There was also a subplot of the teacher bizarrely not like pizza and being a picky eater",,30.0,95.0,stage5_recall_keymoment,"The participant recognizes the subplot about a teacher not liking pizza and being a picky eater, which is the core of the key moment. However, they do not mention any of the specific events, such as Gregory's confession, the staff's reactions, or the comedic details. The recall is general and lacks specificity."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18.1,18.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19,19. What happens at the end of this scene?,multiple,recall,target,,Long,Abbot Elementary,B. Gregory throws away his pizza,B. Gregory throws away his pizza,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19.1,19.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Abbot Elementary,3 = Confident,3 = Confident,3.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.1,2.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Goodfellas,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.2,2.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Goodfellas,2 = Somewhat confident,2 = Somewhat confident,2.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20,20. Did you understand the scene while watching it last week?,binary,comprehension,target,,Long,Abbot Elementary,3 = Understood it well,3 = Understood it well,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20.1,20.1. What helped your understanding?,open-ended,comprehension,target,,Long,Abbot Elementary,The episode was funny as well as engaging to watch. Making me care for the characters and their plights within their school.,The episode was funny as well as engaging to watch. Making me care for the characters and their plights within their school.,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,21,"21. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Long,Abbot Elementary,"Surprise, Confusion, Amusement","Surprise, Confusion, Amusement",,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,22,22. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Long,Abbot Elementary,3 = Easy,3 = Easy,3.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,23,"23. Overall, how well do you think you remembered the video content from last week?",likert,general,,,,,3 = Well,3 = Well,3.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,24,24. How confident are you in your answers on this questionnaire?,likert,general,,,,,3 = Confident,3 = Confident,3.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,25,"25. Did you watch ""The Town"" again after the session last week?",binary,watch,,,,,No,No,0.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,26,"26. Did you watch ""Abbott Elementary"" again after the session last week?",,,,,,,Yes,Yes,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.1,3.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,The Notebook,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.2,3.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,The Notebook,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.3,3.3. This scene was part of the videos you watched last week. What best explains why you didn’t remember it? Please choose from the options below.,likert,recognition,distractor,hit,Short,The Notebook,4 = I confused it with another scene or video,4 = I confused it with another scene or video,4.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,4.1,4.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Long,Abbot Elementary,Yes,Yes,1.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,4.2,4.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Long,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,5.1,5.1. Did you see this scene in the videos you watched last week?,binary,recognition,unseen,miss,Short,The Town,Yes,Yes,1.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,5.2,5.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,unseen,miss,Short,The Town,2 = Somewhat confident,2 = Somewhat confident,2.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,5.3,5.3. This scene was not in the videos you watched last week. What best explains why you thought it was? Please choose from the options below.,likert,recognition,unseen,miss,Short,The Town,2 = It reminded me of another scene from the video,2 = It reminded me of another scene from the video,2.0,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,6.1,6.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Seinfeld,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,6.2,6.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Seinfeld,4 = Extremely confident,4 = Extremely confident,4.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.1,7.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Long,Abbot Elementary,Yes,Yes,1.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.2,7.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Long,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,8.1,8.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Friends,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,8.2,8.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Friends,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,9.1,9.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Long,Abbot Elementary,Yes,Yes,1.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,9.2,9.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Long,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,,Please enter your participant number. You received your participant number in the email that included the link to this survey. Please enter it exactly as shown in that email.,open-ended,,,,,,6,6,,,,,
6,C,Post,2025-10-19 00:47:22,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,,Timestamp,,,,,,,10/19/2025 0:47:22,10/19/2025 0:47:22,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,1.1,1.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Short,Mad Max,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,1.2,1.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Short,Mad Max,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,10.1,10.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,A Star Is Born,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,10.2,10.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,A Star Is Born,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.1,11.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Sherlock Holmes,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.2,11.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Sherlock Holmes,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.1,12.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor2,hit,Short,A Star Is Born,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.2,12.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor2,hit,Short,A Star Is Born,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13,"13. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Long,Abbot Elementary,They were talking about pizza and the one character said he like Balitmore pizza as if there is such a thing. Everyone was talking about the best pizza and he was trying to hide the fact that he doesn't like pizza. So ithe other guy drove to get the B'more pizza. This is him trying to take a piece and preyend he likes it.,They were talking about pizza and the one character said he like Balitmore pizza as if there is such a thing. Everyone was talking about the best pizza and he was trying to hide the fact that he doesn't like pizza. So ithe other guy drove to get the B'more pizza. This is him trying to take a piece and preyend he likes it.,,60.0,85.0,stage5_recall_keymoment,"The response captures the setup about Gregory pretending to like Baltimore-style pizza, Jacob getting the pizza, and Gregory trying to hide his dislike. However, it omits the group’s reactions, Gregory’s confession about being a picky eater, the dramatic and comedic responses, and the resolution where Gregory flees. The recall is partial and lacks detail on the aftermath."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13.1,13.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14,14. What happens at the end of this scene?,multiple,recall,target,,Long,Abbot Elementary,A. Gregory leaves the room,A. Gregory leaves the room,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14.1,14.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Abbot Elementary,3 = Confident,3 = Confident,3.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15,15. Did you understand the scene while watching it last week?,binary,comprehension,target,,Long,Abbot Elementary,4 = Understood it without issue,4 = Understood it without issue,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15.1,15.1. What helped your understanding?,open-ended,comprehension,target,,Long,Abbot Elementary,Just the way the characters behavoir and facial expressions. Also the picking up of the pizza.,Just the way the characters behavoir and facial expressions. Also the picking up of the pizza.,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,16,"16. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Long,Abbot Elementary,"Fear, Surprise, Confusion, Disgust","Fear, Surprise, Confusion, Disgust",,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,17,17. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Long,Abbot Elementary,3 = Easy,3 = Easy,3.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18,"18. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Short,Mad Max,"Durinmg the Mad Max race the each group wanted something. In this scene that guy flying through the air was attacking the other group, however it was in a very dramatic way ast he flew off the top of one vehicle to the other. Driving the spears into the challengers. The two gangs are at war with each other,","Durinmg the Mad Max race the each group wanted something. In this scene that guy flying through the air was attacking the other group, however it was in a very dramatic way ast he flew off the top of one vehicle to the other. Driving the spears into the challengers. The two gangs are at war with each other,",,60.0,85.0,stage5_recall_keymoment,"The participant recalls the dramatic leap from one vehicle to another and the use of spears, which matches events 3 and partially 6. They also note the conflict between two groups, aligning with the general battle context. However, they do not mention the suicide attack, explosion, or Furiosa's actions, missing several key details."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18.1,18.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,Mad Max,4 = Extremely confident,4 = Extremely confident,4.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19,19. What happens at the end of this scene?,multiple,recall,target,,Short,Mad Max,A. Furiosa's war rig is disabled by an explosive,A. Furiosa's war rig is disabled by an explosive,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19.1,19.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,Mad Max,2 = Somewhat confident,2 = Somewhat confident,2.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.1,2.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Wonder Woman,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.2,2.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Wonder Woman,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20,20. Did you understand the scene while watching it last week?,binary,comprehension,target,,Short,Mad Max,2 = Somewhat,2 = Somewhat,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20.1,20.1. What helped your understanding?,open-ended,comprehension,target,,Short,Mad Max,Just having earlier knowlegde of Mad Max movies. Mad Max has been around for a long time,Just having earlier knowlegde of Mad Max movies. Mad Max has been around for a long time,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20.1,20.1. What would have improved your understanding?,open-ended,comprehension,target,,Short,Mad Max,I think seeing the entire movie would help in that area. It is one of the Mad Max movies and in someways a clip for one is similar to a clip from another.,I think seeing the entire movie would help in that area. It is one of the Mad Max movies and in someways a clip for one is similar to a clip from another.,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,21,"21. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Short,Mad Max,"Excitement, Fear, Surprise, Suspense","Excitement, Fear, Surprise, Suspense",,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,22,22. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Short,Mad Max,3 = Easy,3 = Easy,3.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,23,"23. Overall, how well do you think you remembered the video content from last week?",likert,general,,,,,3 = Well,3 = Well,3.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,24,24. How confident are you in your answers on this questionnaire?,likert,general,,,,,3 = Confident,3 = Confident,3.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,25,"25. Did you watch ""Abbott Elementary"" again after the session last week?",,,,,,,No,No,,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,26,"26. Did you watch ""Mad Max: Fury Road"" again after the session last week?",binary,watch,,,,,No,No,0.0,,,,
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.1,3.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,Titanic,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.2,3.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,Titanic,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
60,F,Post,2025-10-22 23:48:50,data/Post/Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,4.1,4.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Long,Abbot Elementary,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
